accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
HM164355	""	""	Bertiera aethiopica voucher Dessein s.n. (BR) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast.	Bertiera aethiopica	""	""	Dessein s.n. (BR)	""	""	""	""
HQ260827	""	""	Chasmanthera welwitschii ATP synthase beta subunit (atpB) gene, partial cds; chloroplast.	Chasmanthera welwitschii	""	""	D Aplin S4040 (BR)	""	""	""	""
HQ448773	""	""	Gentiana asclepiadea voucher 19801931 (BR) 18S ribosomal RNA gene, partial sequence.	Gentiana asclepiadea	""	""	19801931 (BR)	""	""	""	""
HQ454511	""	""	Sparria endlicheri voucher Ertz 12651 (BR) large subunit ribosomal RNA gene, partial sequence.	Sparria endlicheri	""	""	Ertz 12651 (BR)	""	""	""	""
HQ454512	""	""	Sparria endlicheri voucher Ertz 14067 (BR) large subunit ribosomal RNA gene, partial sequence.	Sparria endlicheri	""	""	Ertz 14067 (BR)	""	""	""	""
HQ454513	""	""	Sparria endlicheri voucher Ertz 14068 (BR) large subunit ribosomal RNA gene, partial sequence.	Sparria endlicheri	""	""	Ertz 14068 (BR)	""	""	""	""
HQ454514	""	""	Arthonia zwackhii voucher Ertz 10928 (BR) large subunit ribosomal RNA gene, partial sequence.	Reichlingia zwackhii	""	""	Ertz 10928 (BR)	""	""	""	""
HQ454515	""	""	Arthothelium galapagoense voucher Ertz 11654 (BR) large subunit ribosomal RNA gene, partial sequence.	Arthothelium galapagoense	""	""	Ertz 11654 (BR)	""	""	""	""
HQ454516	""	""	Arthothelium galapagoense voucher Ertz 11790 (BR) large subunit ribosomal RNA gene, partial sequence.	Arthothelium galapagoense	""	""	Ertz 11790 (BR)	""	""	""	""
HQ454520	""	""	Cryptothecia candida voucher Ertz 9260 (BR) large subunit ribosomal RNA gene, partial sequence.	Myriostigma candidum	""	""	Ertz 9260 (BR)	""	""	""	""
HQ454521	""	""	Cryptothecia sp. Ertz 8472 large subunit ribosomal RNA gene, partial sequence.	Cryptothecia sp. Ertz 8472	""	""	Ertz 8472 (BR)	""	""	""	""
HQ454527	""	""	Dendrographa alectoroides voucher Ertz 12418 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa alectoroides	""	""	Ertz 12418 (BR)	""	""	""	""
HQ454543	""	""	Dendrographa latebrarum voucher Ertz 10658 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa latebrarum	""	""	Ertz 10658 (BR)	""	""	""	""
HQ454544	""	""	Dendrographa latebrarum voucher Ertz 14059 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa latebrarum	""	""	Ertz 14059 (BR)	""	""	""	""
HQ454545	""	""	Dendrographa latebrarum voucher Ertz 14066 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa latebrarum	""	""	Ertz 14066 (BR)	""	""	""	""
HQ454546	""	""	Lecanographa cf. farinosa Ertz 14042 large subunit ribosomal RNA gene, partial sequence.	Lecanographa cf. farinosa Ertz 14042	""	""	Ertz 14042 (BR)	""	""	""	""
HQ454547	""	""	Lecanographa cf. farinosa Ertz 14053 large subunit ribosomal RNA gene, partial sequence.	Lecanographa cf. farinosa Ertz 14053	""	""	Ertz 14053 (BR)	""	""	""	""
HQ454548	""	""	Lecanographa atropunctata voucher Ertz 9869 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa atropunctata	""	""	Ertz 9869 (BR)	""	""	""	""
HQ454549	""	""	Lecanographa dialeuca voucher Ertz 10543 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa dialeuca	""	""	Ertz 10543 (BR)	""	""	""	""
HQ454550	""	""	Lecanographa dialeuca voucher Ertz 10569 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa dialeuca	""	""	Ertz 10569 (BR)	""	""	""	""
HQ454554	""	""	Paralecanographa grumulosa voucher Ertz 13558 (BR) large subunit ribosomal RNA gene, partial sequence.	Paralecanographa grumulosa	""	""	Ertz 13558 (BR)	""	""	""	""
HQ454555	""	""	Paralecanographa grumulosa voucher Ertz 13565 (BR) large subunit ribosomal RNA gene, partial sequence.	Paralecanographa grumulosa	""	""	Ertz 13565 (BR)	""	""	""	""
HQ454556	""	""	Paralecanographa grumulosa voucher Ertz 13568 (BR) large subunit ribosomal RNA gene, partial sequence.	Paralecanographa grumulosa	""	""	Ertz 13568 (BR)	""	""	""	""
HQ454561	""	""	Lecanographa uniseptata voucher Ertz 9859 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa uniseptata	""	""	Ertz 9859 (BR)	""	""	""	""
HQ454562	""	""	Schizopelte crustosa voucher Ertz 12416 (BR) large subunit ribosomal RNA gene, partial sequence.	Schizopelte crustosa	""	""	Ertz 12416 (BR)	""	""	""	""
HQ454569	""	""	Llimonaea flexuosa voucher Ertz 13880 (BR) large subunit ribosomal RNA gene, partial sequence.	Llimonaea flexuosa	""	""	Ertz 13880 (BR)	""	""	""	""
HQ454570	""	""	Dictyographa arabica voucher Ertz 11678 (BR) large subunit ribosomal RNA gene, partial sequence.	Dictyographa arabica	""	""	Ertz 11678 (BR)	""	""	""	""
HQ454571	""	""	Lecanographa brattiae voucher Ertz 12437 (BR) large subunit ribosomal RNA gene, partial sequence.	Lecanographa brattiae	""	""	Ertz 12437 (BR)	""	""	""	""
HQ454573	""	""	Dimidiographa loandensis voucher Ertz 11686 (BR) large subunit ribosomal RNA gene, partial sequence.	Dimidiographa loandensis	""	""	Ertz 11686 (BR)	""	""	""	""
HQ454574	""	""	Opegrapha medusulina voucher Ertz 10024 (BR) large subunit ribosomal RNA gene, partial sequence.	Opegrapha medusulina	""	""	Ertz 10024 (BR)	""	""	""	""
HQ454575	""	""	Alyxoria subelevata voucher Ertz 10727 (BR) large subunit ribosomal RNA gene, partial sequence.	Alyxoria subelevata	""	""	Ertz 10727 (BR)	""	""	""	""
HQ454578	""	""	Roccellographa circumscripta voucher Ertz 13872 (BR) large subunit ribosomal RNA gene, partial sequence.	Roccellographa circumscripta	""	""	Ertz 13872 (BR)	""	""	""	""
HQ454579	""	""	Roccellographa circumscripta voucher Ertz 14040 (BR) large subunit ribosomal RNA gene, partial sequence.	Roccellographa circumscripta	""	""	Ertz 14040 (BR)	""	""	""	""
HQ454580	""	""	Roccellographa circumscripta voucher Ertz 14055 (BR) large subunit ribosomal RNA gene, partial sequence.	Roccellographa circumscripta	""	""	Ertz 14055 (BR)	""	""	""	""
HQ454581	""	""	Reichlingia leopoldii voucher Ertz 13293 (BR) large subunit ribosomal RNA gene, partial sequence.	Reichlingia leopoldii	""	""	Ertz 13293 (BR)	""	""	""	""
HQ454582	""	""	Reichlingia leopoldii voucher Ertz 13294 (BR) large subunit ribosomal RNA gene, partial sequence.	Reichlingia leopoldii	""	""	Ertz 13294 (BR)	""	""	""	""
HQ454583	""	""	Reichlingia leopoldii voucher Ertz 13295 (BR) large subunit ribosomal RNA gene, partial sequence.	Reichlingia leopoldii	""	""	Ertz 13295 (BR)	""	""	""	""
HQ454602	""	""	Dendrographa franciscana voucher Ertz 12413 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa franciscana	""	""	Ertz 12413 (BR)	""	""	""	""
HQ454607	""	""	Dendrographa decolorans voucher Ertz 13556 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa decolorans	""	""	Ertz 13556 (BR)	""	""	""	""
HQ454613	""	""	Schismatomma dirinellum voucher Diederich 16390 (BR) large subunit ribosomal RNA gene, partial sequence.	Diromma dirinellum	""	""	Diederich 16390 (BR)	""	""	""	""
HQ454614	""	""	Dendrographa decolorans voucher Ertz 13826 (BR) large subunit ribosomal RNA gene, partial sequence.	Dendrographa decolorans	""	""	Ertz 13826 (BR)	""	""	""	""
HQ454615	""	""	Paraschismatomma ochroleucum voucher Ertz 12421 (BR) large subunit ribosomal RNA gene, partial sequence.	Paraschismatomma ochroleucum	""	""	Ertz 12421 (BR)	""	""	""	""
HQ454622	""	""	Sclerophyton elegans voucher Ertz 13204 (BR) large subunit ribosomal RNA gene, partial sequence.	Sclerophyton elegans	""	""	Ertz 13204 (BR)	""	""	""	""
HQ454623	""	""	Sclerophyton elegans voucher Sipman 54954 (BR) large subunit ribosomal RNA gene, partial sequence.	Sclerophyton elegans	""	""	Sipman 54954 (BR)	""	""	""	""
HQ454635	""	""	Sigridea californica voucher Ertz 12456 (BR) large subunit ribosomal RNA gene, partial sequence.	Sigridea californica	""	""	Ertz 12456 (BR)	""	""	""	""
HQ454640	""	""	Syncesia glyphysoides voucher Ertz 10000 (BR) large subunit ribosomal RNA gene, partial sequence.	Syncesia glyphysoides	""	""	Ertz 10000 (BR)	""	""	""	""
HQ454641	""	""	Syncesia graphica voucher Ertz 12059 (BR) large subunit ribosomal RNA gene, partial sequence.	Syncesia graphica	""	""	Ertz 12059 (BR)	""	""	""	""
HQ454642	""	""	Syncesia leprobola voucher Ertz 12054 (BR) large subunit ribosomal RNA gene, partial sequence.	Syncesia leprobola	""	""	Ertz 12054 (BR)	""	""	""	""
HQ454643	""	""	Syncesia myrticola voucher Ertz 10555 (BR) large subunit ribosomal RNA gene, partial sequence.	Syncesia myrticola	""	""	Ertz 10555 (BR)	""	""	""	""
HQ454644	""	""	Syncesia intercedens voucher Ertz 11059 (BR) large subunit ribosomal RNA gene, partial sequence.	Syncesia intercedens	""	""	Ertz 11059 (BR)	""	""	""	""
HQ454645	""	""	Syncesia madagascariensis voucher Ertz 12966 (BR) large subunit ribosomal RNA gene, partial sequence.	Syncesia madagascariensis	""	""	Ertz 12966 (BR)	""	""	""	""
HQ454652	""	""	Sparria endlicheri voucher Ertz 12651 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sparria endlicheri	""	""	Ertz 12651 (BR)	""	""	""	""
HQ454653	""	""	Sparria endlicheri voucher Ertz 14067 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sparria endlicheri	""	""	Ertz 14067 (BR)	""	""	""	""
HQ454654	""	""	Sparria endlicheri voucher Ertz 14068 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sparria endlicheri	""	""	Ertz 14068 (BR)	""	""	""	""
HQ454655	""	""	Arthonia zwackhii voucher Ertz 10928 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Reichlingia zwackhii	""	""	Ertz 10928 (BR)	""	""	""	""
HQ454657	""	""	Arthothelium galapagoense voucher Ertz 11654 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Arthothelium galapagoense	""	""	Ertz 11654 (BR)	""	""	""	""
HQ454658	""	""	Arthothelium galapagoense voucher Ertz 11790 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Arthothelium galapagoense	""	""	Ertz 11790 (BR)	""	""	""	""
HQ454661	""	""	Chrysothrix chrysophthalma voucher Ertz 10927 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Chrysothrix chrysophthalma	""	""	Ertz 10927 (BR)	""	""	""	""
HQ454683	""	""	Dendrographa latebrarum voucher Ertz 10658 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa latebrarum	""	""	Ertz 10658 (BR)	""	""	""	""
HQ454684	""	""	Dendrographa latebrarum voucher Ertz 14059 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa latebrarum	""	""	Ertz 14059 (BR)	""	""	""	""
HQ454685	""	""	Dendrographa latebrarum voucher Ertz 14066 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa latebrarum	""	""	Ertz 14066 (BR)	""	""	""	""
HQ454686	""	""	Lecanographa cf. farinosa Ertz 14042 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa cf. farinosa Ertz 14042	""	""	Ertz 14042 (BR)	""	""	""	""
HQ454687	""	""	Lecanographa cf. farinosa Ertz 14053 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa cf. farinosa Ertz 14053	""	""	Ertz 14053 (BR)	""	""	""	""
HQ454688	""	""	Lecanographa atropunctata voucher Ertz 9869 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa atropunctata	""	""	Ertz 9869 (BR)	""	""	""	""
HQ454689	""	""	Lecanographa dialeuca voucher Ertz 10543 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa dialeuca	""	""	Ertz 10543 (BR)	""	""	""	""
HQ454690	""	""	Lecanographa dialeuca voucher Ertz 10569 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa dialeuca	""	""	Ertz 10569 (BR)	""	""	""	""
HQ454694	""	""	Paralecanographa grumulosa voucher Ertz 13558 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Paralecanographa grumulosa	""	""	Ertz 13558 (BR)	""	""	""	""
HQ454695	""	""	Paralecanographa grumulosa voucher Ertz 13565 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Paralecanographa grumulosa	""	""	Ertz 13565 (BR)	""	""	""	""
HQ454696	""	""	Paralecanographa grumulosa voucher Ertz 13568 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Paralecanographa grumulosa	""	""	Ertz 13568 (BR)	""	""	""	""
HQ454701	""	""	Lecanographa uniseptata voucher Ertz 9859 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa uniseptata	""	""	Ertz 9859 (BR)	""	""	""	""
HQ454702	""	""	Schizopelte crustosa voucher Ertz 12416 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Schizopelte crustosa	""	""	Ertz 12416 (BR)	""	""	""	""
HQ454709	""	""	Llimonaea flexuosa voucher Ertz 13880 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Llimonaea flexuosa	""	""	Ertz 13880 (BR)	""	""	""	""
HQ454710	""	""	Dictyographa arabica voucher Ertz 11678 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dictyographa arabica	""	""	Ertz 11678 (BR)	""	""	""	""
HQ454711	""	""	Lecanographa brattiae voucher Ertz 12437 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Lecanographa brattiae	""	""	Ertz 12437 (BR)	""	""	""	""
HQ454713	""	""	Dimidiographa loandensis voucher Ertz 11686 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dimidiographa loandensis	""	""	Ertz 11686 (BR)	""	""	""	""
HQ454714	""	""	Opegrapha medusulina voucher Ertz 10024 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Opegrapha medusulina	""	""	Ertz 10024 (BR)	""	""	""	""
HQ454715	""	""	Alyxoria subelevata voucher Ertz 10727 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Alyxoria subelevata	""	""	Ertz 10727 (BR)	""	""	""	""
HQ454718	""	""	Roccellographa circumscripta voucher Ertz 13872 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccellographa circumscripta	""	""	Ertz 13872 (BR)	""	""	""	""
HQ454719	""	""	Roccellographa circumscripta voucher Ertz 14040 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccellographa circumscripta	""	""	Ertz 14040 (BR)	""	""	""	""
HQ454720	""	""	Roccellographa circumscripta voucher Ertz 14055 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Roccellographa circumscripta	""	""	Ertz 14055 (BR)	""	""	""	""
HQ454722	""	""	Reichlingia leopoldii voucher Ertz 13293 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Reichlingia leopoldii	""	""	Ertz 13293 (BR)	""	""	""	""
HQ454723	""	""	Reichlingia leopoldii voucher Ertz 13294 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Reichlingia leopoldii	""	""	Ertz 13294 (BR)	""	""	""	""
HQ454724	""	""	Reichlingia leopoldii voucher Ertz 13295 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Reichlingia leopoldii	""	""	Ertz 13295 (BR)	""	""	""	""
HQ454742	""	""	Dendrographa franciscana voucher Ertz 12413 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa franciscana	""	""	Ertz 12413 (BR)	""	""	""	""
HQ454747	""	""	Dendrographa decolorans voucher Ertz 13556 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa decolorans	""	""	Ertz 13556 (BR)	""	""	""	""
HQ454750	""	""	Dendrographa decolorans voucher Ertz 14063 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa decolorans	""	""	Ertz 14063 (BR)	""	""	""	""
HQ454753	""	""	Schismatomma dirinellum voucher Diederich 16390 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Diromma dirinellum	""	""	Diederich 16390 (BR)	""	""	""	""
HQ454754	""	""	Dendrographa decolorans voucher Ertz 13826 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Dendrographa decolorans	""	""	Ertz 13826 (BR)	""	""	""	""
HQ454755	""	""	Paraschismatomma ochroleucum voucher Ertz 12421 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Paraschismatomma ochroleucum	""	""	Ertz 12421 (BR)	""	""	""	""
HQ454762	""	""	Sclerophyton elegans voucher Ertz 13204 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sclerophyton elegans	""	""	Ertz 13204 (BR)	""	""	""	""
HQ454763	""	""	Sclerophyton elegans voucher Sipman 54954 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sclerophyton elegans	""	""	Sipman 54954 (BR)	""	""	""	""
HQ454775	""	""	Sigridea californica voucher Ertz 12456 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sigridea californica	""	""	Ertz 12456 (BR)	""	""	""	""
HQ454776	""	""	Sigridea californica voucher Ertz 12491 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Sigridea californica	""	""	Ertz 12491 (BR)	""	""	""	""
HQ454780	""	""	Syncesia glyphysoides voucher Ertz 10000 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Syncesia glyphysoides	""	""	Ertz 10000 (BR)	""	""	""	""
HQ454781	""	""	Syncesia graphica voucher Ertz 12059 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Syncesia graphica	""	""	Ertz 12059 (BR)	""	""	""	""
HQ454782	""	""	Syncesia leprobola voucher Ertz 12054 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Syncesia leprobola	""	""	Ertz 12054 (BR)	""	""	""	""
HQ454783	""	""	Syncesia myrticola voucher Ertz 10555 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Syncesia myrticola	""	""	Ertz 10555 (BR)	""	""	""	""
HQ454784	""	""	Syncesia intercedens voucher Ertz 11059 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Syncesia intercedens	""	""	Ertz 11059 (BR)	""	""	""	""
HQ454785	""	""	Syncesia madagascariensis voucher Ertz 12966 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Syncesia madagascariensis	""	""	Ertz 12966 (BR)	""	""	""	""
HQ608235	Tanzania	""	Coccinia aurantiaca maturase K (matK) gene, partial cds; chloroplast.	Coccinia adoensis var. aurantiaca	""	""	M. Richards 20987 (BR)	""	""	""	""
HQ608256	Burundi	""	Coccinia mildbraedii maturase K (matK) gene, partial cds; chloroplast.	Coccinia mildbraedii	""	""	M. Reekmans 7399 (BR)	""	""	""	""
HQ608350	Burundi	""	Coccinia mildbraedii ribosomal protein L20 (rpl20) gene, partial cds; and rpl20-rps12 intergenic spacer, partial sequence; chloroplast.	Coccinia mildbraedii	""	""	M. Reekmans 7399 (BR)	""	""	""	""
HQ608401	Tanzania	""	Coccinia aurantiaca tRNA-Leu (trnL-UAA) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast.	Coccinia adoensis var. aurantiaca	""	""	M. Richards 20987 (BR)	""	""	""	""
HQ608443	Tanzania	""	Coccinia aurantiaca trnS-trnG intergenic spacer and tRNA-Gly (trnG-UCC) gene, partial sequence; chloroplast.	Coccinia adoensis var. aurantiaca	""	""	M. Richards 20987 (BR)	""	""	""	""
HQ608462	Liberia	""	Coccinia keayana tRNA-Ser (trnS-GCU) gene, partial sequence; trnS-trnG intergenic spacer, complete sequence; and tRNA-Gly (trnG-UCC) gene, partial sequence; chloroplast.	Coccinia keayana	""	""	F.C. Straub 140 (BR)	""	""	""	""
